file_path,duration,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_mean_12,spectral_centroid_mean,spectral_bandwidth_mean,rolloff_mean,zcr_mean,genre
Data\genres_original\blues\blues.00000.wav,30.013333333333332,-113.59882354736328,50.68894577026367,121.57067108154297,17.200206756591797,-19.162261962890625,15.348760604858398,42.36393737792969,12.28978157043457,-6.3622660636901855,12.961207389831543,18.621931076049805,9.443115234375,-13.69973373413086,8.2221097946167,15.339801788330078,8.306714057922363,-12.274304389953613,9.067516326904297,10.970945358276367,7.959053993225098,-8.326061248779297,7.859070777893066,8.802087783813477,7.161057949066162,-3.6699414253234863,6.419960975646973,0.3622428774833679,0.3678170144557953,0.4398343563079834,0.24469175934791565,0.24786198139190674,0.33561640977859497,0.3646187484264374,0.4356837272644043,0.2959856390953064,0.31508031487464905,0.4070083498954773,0.38510069251060486,1784.1226412753101,2002.4124072733878,3805.7230301080335,0.08304482066898686,blues
Data\genres_original\blues\blues.00001.wav,30.013333333333332,-207.52383422851562,88.14252471923828,123.98513793945312,23.662490844726562,8.94701862335205,23.923551559448242,35.867149353027344,16.270116806030273,2.909594774246216,16.732484817504883,21.519472122192383,12.504671096801758,-8.556512832641602,14.170463562011719,23.370676040649414,11.940147399902344,-10.103608131408691,12.88854694366455,11.899242401123047,10.215539932250977,-5.558824062347412,10.25457763671875,5.377876281738281,9.808390617370605,-2.2344918251037598,8.05438232421875,0.46004024147987366,0.350182443857193,0.3208068311214447,0.2114715874195099,0.2007884532213211,0.33079418540000916,0.39737874269485474,0.560355007648468,0.3841792643070221,0.2553257942199707,0.28477612137794495,0.33409368991851807,1530.2617669893777,2038.9876082704006,3550.7136156830047,0.05603980870552978,blues
Data\genres_original\blues\blues.00002.wav,30.013333333333332,-90.75716400146484,57.60110092163086,140.4408721923828,22.55784034729004,-29.08454704284668,20.29936981201172,31.68669319152832,11.998092651367188,-13.976547241210938,12.476431846618652,25.753751754760742,8.625062942504883,-13.664990425109863,10.336393356323242,11.634442329406738,10.320865631103516,-11.778322219848633,8.092109680175781,9.714755058288574,8.23664665222168,-13.125313758850098,7.594205379486084,5.7912468910217285,8.030862808227539,-8.901966094970703,7.771137237548828,0.272900253534317,0.1959526538848877,0.3151654303073883,0.4079861640930176,0.5468201637268066,0.32169872522354126,0.304656982421875,0.2884035110473633,0.3341522514820099,0.4018186926841736,0.3843894898891449,0.5885082483291626,1552.8324814348227,1747.7540868495225,3042.4101154654873,0.07629120746326373,blues
Data\genres_original\blues\blues.00003.wav,30.013333333333332,-199.57513427734375,74.21769714355469,150.0861053466797,21.361392974853516,5.6634039878845215,16.034643173217773,26.85527801513672,12.584161758422852,1.7700715065002441,16.369903564453125,14.232646942138672,11.260880470275879,-4.827845096588135,12.487863540649414,9.286852836608887,9.01500415802002,-0.7561202049255371,9.607382774353027,8.134434700012207,8.448777198791504,-3.200026035308838,10.500921249389648,6.078081130981445,6.943667411804199,-2.478445053100586,7.534999847412109,0.34137165546417236,0.4086236357688904,0.524319052696228,0.5470128655433655,0.657075047492981,0.5115236043930054,0.3555535674095154,0.25161314010620117,0.246270552277565,0.31511127948760986,0.31657925248146057,0.3831988573074341,1070.1534175250663,1596.4225644535766,2184.8790286035382,0.03330886262567672,blues
Data\genres_original\blues\blues.00004.wav,30.013333333333332,-160.3541717529297,72.10481262207031,126.20948028564453,29.21080780029297,-35.58139419555664,18.27655029296875,22.13925552368164,13.919527053833008,-32.473548889160156,18.341903686523438,10.850702285766602,11.613141059875488,-23.35007095336914,9.658858299255371,0.49324920773506165,11.168416023254395,-11.796538352966309,11.400673866271973,1.203519344329834,9.985846519470215,-13.084959030151367,8.957854270935059,-2.8104991912841797,9.297122955322266,-6.9344706535339355,9.462997436523438,0.19260479509830475,0.3172665536403656,0.3920220732688904,0.2558269798755646,0.19266349077224731,0.5302209854125977,0.25377941131591797,0.13912144303321838,0.2764243185520172,0.3243265151977539,0.5551238656044006,0.27293071150779724,1835.12851277257,1748.4107584538087,3579.9574708164155,0.10146053871809745,blues
Data\genres_original\blues\blues.00005.wav,30.013333333333332,-177.80174255371094,85.48365020751953,118.20316314697266,56.52614974975586,-17.570629119873047,25.575532913208008,30.760927200317383,22.038372039794922,-21.7425537109375,20.815298080444336,11.919262886047363,16.321996688842773,-20.734298706054688,13.02712631225586,3.185288190841675,11.563016891479492,-8.580818176269531,13.123480796813965,-0.9328851103782654,10.006048202514648,-11.772245407104492,8.749557495117188,-2.408763885498047,8.877084732055664,-9.348445892333984,8.950291633605957,0.23832263052463531,0.30023735761642456,0.6171865463256836,0.23574118316173553,0.1239870935678482,0.24376831948757172,0.27965155243873596,0.4112926423549652,0.24398581683635712,0.2855333983898163,0.28433674573898315,0.36621904373168945,1832.0115969728529,1729.5808044661662,3481.4676306917054,0.09404153373936582,blues
Data\genres_original\blues\blues.00006.wav,30.013333333333332,-190.0688018798828,98.25144958496094,130.27023315429688,43.973899841308594,-36.36211395263672,36.15287780761719,33.03621292114258,21.913311004638672,11.093892097473145,32.90848159790039,-0.5918819904327393,16.73653221130371,-20.89026641845703,12.315980911254883,0.2784424126148224,10.14166259765625,-6.496385097503662,11.44982624053955,-5.512735366821289,12.385570526123047,-7.8474040031433105,9.354485511779785,-3.124300718307495,8.013117790222168,-6.602821350097656,8.896451950073242,0.425513356924057,0.22324328124523163,0.1313476264476776,0.1525973528623581,0.24195808172225952,0.49116939306259155,0.24550849199295044,0.16911278665065765,0.2883557677268982,0.4618445634841919,0.3592756986618042,0.307186096906662,1459.4696908114731,1389.068445556609,2795.910729498985,0.07305223740815932,blues
Data\genres_original\blues\blues.00007.wav,30.013333333333332,-179.37229919433594,81.0771484375,136.44833374023438,38.4583625793457,-26.662588119506836,24.31478500366211,39.965450286865234,18.799100875854492,5.31089448928833,25.496856689453125,10.919133186340332,11.674243927001953,-20.559534072875977,12.794262886047363,8.503360748291016,12.299772262573242,-11.349763870239258,13.111818313598633,-3.4705543518066406,13.350184440612793,-8.415842056274414,12.14746379852295,-6.957211017608643,9.14978313446045,-3.5460422039031982,9.65739631652832,0.2593570053577423,0.26412147283554077,0.3253580927848816,0.21773897111415863,0.215277299284935,0.2957618534564972,0.19005171954631805,0.18074940145015717,0.26434093713760376,0.39047348499298096,0.6486374735832214,0.43659108877182007,1451.859413795751,1577.5671157628296,2955.3197165929523,0.061442246108855375,blues
Data\genres_original\blues\blues.00008.wav,30.013333333333332,-121.3897933959961,51.18275451660156,122.49832916259766,20.360193252563477,-14.734728813171387,18.47224998474121,46.122135162353516,13.925419807434082,-8.179258346557617,13.30699348449707,20.172466278076172,10.341512680053711,-19.171894073486328,7.5933709144592285,23.03683853149414,8.783775329589844,-11.83272933959961,6.524472236633301,21.15465545654297,7.6714863777160645,-6.722797393798828,6.994175434112549,6.989505767822266,7.518989562988281,-12.730548858642578,7.870708465576172,0.3196752071380615,0.304487019777298,0.3666154444217682,0.4221329391002655,0.5238111615180969,0.451119065284729,0.49344274401664734,0.35275280475616455,0.38013842701911926,0.46170589327812195,0.36635950207710266,0.46471479535102844,1719.4633657271252,2031.8293659117528,3782.441190998405,0.06402488761600927,blues
Data\genres_original\blues\blues.00009.wav,30.013333333333332,-213.2642364501953,78.31330108642578,115.16475677490234,28.253562927246094,-11.698169708251953,25.866668701171875,39.015357971191406,18.733230590820312,-20.348329544067383,23.065073013305664,13.082701683044434,16.680667877197266,-9.182700157165527,11.24507999420166,9.017151832580566,8.244038581848145,-14.1043119430542,10.492645263671875,4.271254062652588,9.623028755187988,-6.050780296325684,9.211915016174316,3.7858355045318604,10.218299865722656,0.22263552248477936,8.73759937286377,0.2482471615076065,0.27315452694892883,0.48851239681243896,0.26800498366355896,0.17971846461296082,0.2677251994609833,0.22258570790290833,0.41535112261772156,0.2726886570453644,0.18117545545101166,0.2299007922410965,0.24054768681526184,1817.2305900912734,1973.7920387617448,3943.8319655416185,0.07917482356921887,blues
